Source:,https://www.mofep.gov.gh/sites/default/files/news/2021-Budget-Statement.pdf,,
,,,
Mental Health Budget,Amount in GH¢,Amount in USD,Amount as a Percentage of the Total Budget
Total Budgeted Expenditure,"110,050,226,597","19,214,329,363",
Total COVID-19 Related Expenditure,"5,469,193,160","954,899,249",4.970%
Mental Health Budget,"3,750,000","654,735",0.003%
,,,
,,,
,,,
Data Presented as at March 2021. The Dollar conversion rate used is the rate as represented by IMF data as of that Month,,,
0.174596,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,                   ,,
